"country","date_key","sport","events_count","gold","silver","bronze","total_medals","medals_per_event"
"France",2012,"Handball","1","1","0","0","1","1.00"
"Netherlands",1924,"Cycling","3","1","1","1","3","1.00"
"Netherlands",1924,"Rowing","1","1","0","0","1","1.00"
"Australia",2012,"Swimming","10","1","6","3","10","1.00"
"Netherlands",1928,"Boxing","2","1","0","1","2","1.00"
"Netherlands",1928,"Cycling","4","1","3","0","4","1.00"
"Netherlands",1928,"Gymnastics","1","1","0","0","1","1.00"
"Cuba",1980,"Weightlifting","2","1","0","1","2","1.00"
"Netherlands",1928,"Swimming","3","1","2","0","3","1.00"
"Cuba",1992,"Baseball","1","1","0","0","1","1.00"
"Netherlands",1932,"Cycling","2","1","1","0","2","1.00"
"Netherlands",1932,"Equestrianism","2","1","1","0","2","1.00"
"Bulgaria",1996,"Wrestling","1","1","0","0","1","1.00"
"France",2016,"Canoeing","3","1","1","1","3","1.00"
"Netherlands",1936,"Cycling","3","1","2","0","3","1.00"
"Cuba",1992,"Judo","5","1","1","3","5","1.00"
"Netherlands",1936,"Sailing","2","1","0","1","2","1.00"
"France",2016,"Fencing","3","1","1","1","3","1.00"
"Cuba",1992,"Volleyball","1","1","0","0","1","1.00"
"Bulgaria",2000,"Athletics","1","1","0","0","1","1.00"
"Netherlands",1948,"Swimming","3","1","0","2","3","1.00"
"France",2016,"Rowing","2","1","0","1","2","1.00"
"France",2016,"Sailing","3","1","0","2","3","1.00"
"Argentina",2008,"Cycling","1","1","0","0","1","1.00"
"Cuba",1996,"Baseball","1","1","0","0","1","1.00"
"Belgium",1908,"Shooting","2","1","2","0","3","1.50"
"Netherlands",1964,"Cycling","2","1","0","1","2","1.00"
"Netherlands",1964,"Judo","1","1","0","0","1","1.00"
"Cuba",1996,"Judo","6","1","1","4","6","1.00"
"Cuba",1996,"Volleyball","1","1","0","0","1","1.00"
"Netherlands",1968,"Cycling","2","1","1","0","2","1.00"
"Netherlands",1968,"Rowing","3","1","2","0","3","1.00"
"Netherlands",1968,"Swimming","1","1","0","0","1","1.00"
"Cuba",1996,"Weightlifting","1","1","0","0","1","1.00"
"Netherlands",1972,"Cycling","1","1","0","0","1","1.00"
"Cuba",1996,"Wrestling","3","1","1","1","3","1.00"
"Georgia",2004,"Judo","2","1","1","0","2","1.00"
"Georgia",2004,"Weightlifting","1","1","0","0","1","1.00"
"Georgia",2008,"Judo","1","1","0","0","1","1.00"
"Georgia",2012,"Judo","1","1","0","0","1","1.00"
"Netherlands",1984,"Athletics","1","1","0","0","1","1.00"
"Bulgaria",2000,"Weightlifting","2","1","2","0","3","1.50"
"Netherlands",1984,"Hockey","1","1","0","0","1","1.00"
"Georgia",2016,"Weightlifting","1","1","0","1","2","2.00"
"Netherlands",1984,"Sailing","1","1","0","0","1","1.00"
"Georgia",2016,"Wrestling","3","1","0","2","3","1.00"
"Bulgaria",2000,"Wrestling","2","1","1","0","2","1.00"
"Netherlands",1988,"Cycling","2","1","1","0","2","1.00"
"Cuba",2000,"Taekwondo","2","1","1","0","2","1.00"
"Netherlands",1988,"Rowing","1","1","0","0","1","1.00"
"Netherlands",1992,"Athletics","1","1","0","0","1","1.00"
"Cuba",2000,"Volleyball","1","1","0","0","1","1.00"
"Cuba",2000,"Wrestling","5","1","3","1","5","1.00"
"Netherlands",1992,"Equestrianism","3","1","2","0","3","1.00"
"Cuba",2004,"Baseball","1","1","0","0","1","1.00"
"Germany",1908,"Diving","1","1","1","1","3","3.00"
"Netherlands",1996,"Cycling","3","1","1","1","3","1.00"
"Germany",1908,"Figure Skating","2","1","1","0","2","1.00"
"Netherlands",1996,"Hockey","2","1","0","1","2","1.00"
"Argentina",2008,"Football","1","1","0","0","1","1.00"
"Netherlands",1996,"Rowing","3","1","1","1","3","1.00"
"Germany",1908,"Swimming","1","1","0","0","1","1.00"
"Netherlands",1996,"Volleyball","1","1","0","0","1","1.00"
"Germany",1912,"Art Competitions","1","1","0","0","1","1.00"
"Netherlands",2000,"Hockey","2","1","0","1","2","1.00"
"Netherlands",2000,"Judo","1","1","0","0","1","1.00"
"Algeria",2000,"Athletics","4","1","1","2","4","1.00"
"Germany",1912,"Diving","2","1","2","1","4","2.00"
"Germany",1912,"Rowing","2","1","0","1","2","1.00"
"Netherlands",2004,"Cycling","4","1","1","2","4","1.00"
"Netherlands",2004,"Equestrianism","1","1","0","0","1","1.00"
"Germany",1912,"Tennis","3","1","1","1","3","1.00"
"Netherlands",2008,"Cycling","1","1","0","0","1","1.00"
"Netherlands",2008,"Equestrianism","2","1","1","0","2","1.00"
"Netherlands",2008,"Hockey","1","1","0","0","1","1.00"
"Cuba",2004,"Wrestling","3","1","1","1","3","1.00"
"Netherlands",2008,"Rowing","2","1","1","0","2","1.00"
"Germany",1928,"Art Competitions","7","1","2","5","8","1.14"
"Netherlands",2008,"Water Polo","1","1","0","0","1","1.00"
"Netherlands",2012,"Cycling","3","1","0","2","3","1.00"
"Germany",1928,"Athletics","9","1","2","6","9","1.00"
"Netherlands",2012,"Gymnastics","1","1","0","0","1","1.00"
"Netherlands",2012,"Hockey","2","1","1","0","2","1.00"
"Cuba",2008,"Athletics","5","1","2","2","5","1.00"
"Bulgaria",2004,"Shooting","2","1","0","1","2","1.00"
"Netherlands",2012,"Sailing","3","1","1","1","3","1.00"
"Germany",1928,"Fencing","2","1","1","1","3","1.50"
"Bulgaria",2004,"Weightlifting","2","1","0","1","2","1.00"
"Netherlands",2016,"Gymnastics","1","1","0","0","1","1.00"
"Germany",1928,"Rowing","1","1","0","0","1","1.00"
"Netherlands",2016,"Rowing","3","1","1","1","3","1.00"
"Germany",1928,"Swimming","2","1","1","1","3","1.50"
"Germany",1928,"Water Polo","1","1","0","0","1","1.00"
"New Zealand",1928,"Boxing","1","1","0","0","1","1.00"
"New Zealand",1936,"Athletics","1","1","0","0","1","1.00"
"New Zealand",1952,"Athletics","2","1","0","1","2","1.00"
"Germany",1928,"Wrestling","4","1","2","1","4","1.00"
"New Zealand",1956,"Athletics","1","1","0","0","1","1.00"
"New Zealand",1956,"Sailing","1","1","0","0","1","1.00"
"New Zealand",1964,"Sailing","1","1","0","0","1","1.00"
"Germany",1932,"Alpinism","1","1","0","0","1","1.00"
"New Zealand",1968,"Rowing","1","1","0","0","1","1.00"
"Germany",1932,"Art Competitions","3","1","0","2","3","1.00"
"Bulgaria",2008,"Rowing","1","1","0","0","1","1.00"
"New Zealand",1972,"Rowing","2","1","1","0","2","1.00"
"New Zealand",1976,"Athletics","2","1","1","0","2","1.00"
"New Zealand",1976,"Hockey","1","1","0","0","1","1.00"
"Belgium",1920,"Cycling","2","1","0","1","2","1.00"
"Germany",1932,"Rowing","3","1","2","0","3","1.00"
"New Zealand",1984,"Equestrianism","1","1","0","0","1","1.00"
"New Zealand",1984,"Rowing","2","1","0","1","2","1.00"
"New Zealand",1988,"Canoeing","3","1","1","1","3","1.00"
"New Zealand",1988,"Equestrianism","2","1","0","1","2","1.00"
"New Zealand",1988,"Sailing","3","1","1","1","3","1.00"
"Cuba",2008,"Wrestling","1","1","0","0","1","1.00"
"Germany",1932,"Weightlifting","3","1","1","1","3","1.00"
"Germany",1932,"Wrestling","4","1","2","1","4","1.00"
"New Zealand",1992,"Sailing","4","1","2","1","4","1.00"
"New Zealand",1996,"Equestrianism","2","1","1","1","3","1.50"
"New Zealand",2000,"Rowing","1","1","0","0","1","1.00"
"Australia",1984,"Athletics","3","1","1","1","3","1.00"
"New Zealand",2004,"Cycling","1","1","0","0","1","1.00"
"New Zealand",2004,"Rowing","1","1","0","0","1","1.00"
"New Zealand",2004,"Triathlon","1","1","1","0","2","2.00"
"New Zealand",2008,"Athletics","2","1","1","0","2","1.00"
"New Zealand",2008,"Rowing","3","1","0","2","3","1.00"
"New Zealand",2008,"Sailing","1","1","0","0","1","1.00"
"New Zealand",2012,"Athletics","1","1","0","0","1","1.00"
"New Zealand",2012,"Canoeing","1","1","0","0","1","1.00"
"Germany",1936,"Handball","1","1","0","0","1","1.00"
"Cuba",2012,"Judo","3","1","2","0","3","1.00"
"New Zealand",2012,"Sailing","2","1","1","0","2","1.00"
"Germany",1936,"Modern Pentathlon","1","1","0","0","1","1.00"
"New Zealand",2016,"Canoeing","3","1","1","1","3","1.00"
"Germany",1936,"Sailing","3","1","1","1","3","1.00"
"Germany",1936,"Shooting","2","1","2","0","3","1.50"
"New Zealand",2016,"Sailing","4","1","2","1","4","1.00"
"Cuba",2012,"Shooting","1","1","0","0","1","1.00"
"Belgium",1920,"Football","1","1","0","0","1","1.00"
"Germany",1936,"Weightlifting","4","1","2","2","5","1.25"
"Argentina",1948,"Athletics","2","1","1","0","2","1.00"
"Cuba",2012,"Wrestling","2","1","0","1","2","1.00"
"Australia",1984,"Cycling","1","1","0","0","1","1.00"
"Burundi",1996,"Athletics","1","1","0","0","1","1.00"
"Nigeria",1996,"Athletics","4","1","1","2","4","1.00"
"Belgium",1920,"Sailing","2","1","1","1","3","1.50"
"Nigeria",1996,"Football","1","1","0","0","1","1.00"
"Nigeria",2000,"Athletics","2","1","1","0","2","1.00"
"Australia",2016,"Modern Pentathlon","1","1","0","0","1","1.00"
"Australia",2016,"Rowing","3","1","2","0","3","1.00"
"Cameroon",2000,"Football","1","1","0","0","1","1.00"
"Cameroon",2004,"Athletics","1","1","0","0","1","1.00"
"Czech Republic",1924,"Gymnastics","5","1","4","4","9","1.80"
"Germany",1956,"Boxing","2","1","1","0","2","1.00"
"Germany",1956,"Canoeing","4","1","2","1","4","1.00"
"Cameroon",2008,"Athletics","1","1","0","0","1","1.00"
"North Korea",1972,"Shooting","1","1","0","0","1","1.00"
"Germany",1956,"Gymnastics","1","1","0","0","1","1.00"
"North Korea",1976,"Boxing","2","1","1","0","2","1.00"
"Canada",1904,"Athletics","1","1","0","0","1","1.00"
"Czech Republic",1928,"Equestrianism","1","1","0","0","1","1.00"
"Germany",1956,"Swimming","1","1","0","1","2","2.00"
"North Korea",1992,"Boxing","2","1","0","1","2","1.00"
"North Korea",1992,"Gymnastics","1","1","0","0","1","1.00"
"Czech Republic",1928,"Gymnastics","4","1","3","1","5","1.25"
"North Korea",1996,"Judo","1","1","0","0","1","1.00"
"Canada",1904,"Football","1","1","0","0","1","1.00"
"North Korea",1996,"Wrestling","2","1","0","1","2","1.00"
"Germany",1960,"Canoeing","3","1","2","0","3","1.00"
"Canada",1904,"Golf","1","1","0","0","1","1.00"
"Germany",1960,"Equestrianism","2","1","0","1","2","1.00"
"Germany",1960,"Fencing","2","1","0","1","2","1.00"
"Canada",1904,"Lacrosse","1","1","0","1","2","2.00"
"Germany",1960,"Shooting","2","1","0","1","2","1.00"
"Australia",2016,"Rugby Sevens","1","1","0","0","1","1.00"
"North Korea",2008,"Gymnastics","1","1","0","0","1","1.00"
"Germany",1960,"Wrestling","4","1","3","0","4","1.00"
"North Korea",2008,"Weightlifting","2","1","0","1","2","1.00"
"North Korea",2012,"Judo","1","1","0","0","1","1.00"
"North Korea",2016,"Gymnastics","1","1","0","0","1","1.00"
"Czech Republic",1932,"Weightlifting","1","1","1","0","2","2.00"
"North Korea",2016,"Weightlifting","4","1","3","0","4","1.00"
"Germany",1964,"Cycling","2","1","0","1","2","1.00"
"Germany",1964,"Diving","2","1","1","0","2","1.00"
"Norway",1912,"Athletics","1","1","0","0","1","1.00"
"Norway",1912,"Gymnastics","2","1","0","1","2","1.00"
"Canada",1908,"Athletics","6","1","1","4","6","1.00"
"Australia",2016,"Sailing","4","1","3","0","4","1.00"
"Czech Republic",1936,"Gymnastics","2","1","1","0","2","1.00"
"Norway",1920,"Athletics","1","1","0","0","1","1.00"
"Germany",1964,"Rowing","4","1","2","1","4","1.00"
"Germany",1964,"Sailing","2","1","1","0","2","1.00"
"Canada",1908,"Lacrosse","1","1","0","0","1","1.00"
"Belgium",1920,"Weightlifting","2","1","1","1","3","1.50"
"Germany",1968,"Boxing","2","1","0","1","2","1.00"
"Norway",1924,"Boxing","2","1","0","1","2","1.00"
"Germany",1968,"Canoeing","3","1","2","0","3","1.00"
"Czech Republic",1948,"Athletics","2","1","1","0","2","1.00"
"Norway",1928,"Sailing","2","1","1","0","2","1.00"
"Germany",1968,"Equestrianism","3","1","1","2","4","1.33"
"Czech Republic",1948,"Boxing","1","1","0","0","1","1.00"
"Norway",1936,"Shooting","1","1","0","0","1","1.00"
"Germany",1968,"Shooting","4","1","1","3","5","1.25"
"Norway",1948,"Sailing","1","1","0","0","1","1.00"
"Norway",1952,"Sailing","3","1","2","0","3","1.00"
"Norway",1956,"Athletics","3","1","0","2","3","1.00"
"Norway",1960,"Sailing","1","1","0","0","1","1.00"
"Norway",1968,"Canoeing","1","1","0","0","1","1.00"
"Germany",1972,"Boxing","2","1","0","2","3","1.50"
"Norway",1972,"Cycling","1","1","0","0","1","1.00"
"Germany",1972,"Cycling","4","1","2","2","5","1.25"
"Norway",1972,"Weightlifting","1","1","0","0","1","1.00"
"Norway",1976,"Rowing","2","1","1","0","2","1.00"
"Czech Republic",1948,"Gymnastics","4","1","0","3","4","1.00"
"Germany",1972,"Hockey","1","1","0","0","1","1.00"
"Czech Republic",1952,"Boxing","1","1","0","0","1","1.00"
"Norway",1988,"Shooting","1","1","0","0","1","1.00"
"Norway",1988,"Wrestling","1","1","0","0","1","1.00"
"Czech Republic",1952,"Canoeing","3","1","1","1","3","1.00"
"Germany",1972,"Shooting","2","1","0","2","3","1.50"
"Norway",1992,"Sailing","1","1","0","0","1","1.00"
"Norway",1992,"Wrestling","1","1","0","0","1","1.00"
"Norway",1996,"Athletics","2","1","0","1","2","1.00"
"Norway",1996,"Canoeing","2","1","1","0","2","1.00"
"Canada",1908,"Shooting","3","1","2","1","4","1.33"
"Czech Republic",1952,"Rowing","1","1","0","0","1","1.00"
"Belgium",1924,"Boxing","2","1","0","1","2","1.00"
"Norway",2000,"Athletics","2","1","1","0","2","1.00"
"Norway",2000,"Football","1","1","0","0","1","1.00"
"Germany",1976,"Boxing","2","1","1","1","3","1.50"
"Czech Republic",1956,"Athletics","2","1","0","1","2","1.00"
"Norway",2004,"Athletics","1","1","0","0","1","1.00"
"Norway",2004,"Canoeing","2","1","0","1","2","1.00"
"Norway",2004,"Cycling","1","1","0","0","1","1.00"
"Norway",2004,"Rowing","1","1","0","0","1","1.00"
"Norway",2004,"Sailing","1","1","0","0","1","1.00"
"Norway",2008,"Athletics","2","1","1","0","2","1.00"
"Norway",2008,"Handball","1","1","0","0","1","1.00"
"Norway",2008,"Rowing","1","1","0","0","1","1.00"
"Germany",1976,"Football","1","1","0","0","1","1.00"
"Canada",1912,"Athletics","5","1","2","2","5","1.00"
"Norway",2012,"Canoeing","1","1","0","0","1","1.00"
"Australia",2016,"Shooting","1","1","0","0","1","1.00"
"Norway",2012,"Handball","1","1","0","0","1","1.00"
"Pakistan",1960,"Hockey","1","1","0","0","1","1.00"
"Canada",1920,"Athletics","1","1","0","0","1","1.00"
"Czech Republic",1960,"Boxing","2","1","0","1","2","1.00"
"Pakistan",1968,"Hockey","1","1","0","0","1","1.00"
"Germany",1980,"Boxing","6","1","0","5","6","1.00"
"Pakistan",1984,"Hockey","1","1","0","0","1","1.00"
"Panama",2008,"Athletics","1","1","0","0","1","1.00"
"Czech Republic",1960,"Gymnastics","2","1","1","0","2","1.00"
"Peru",1948,"Shooting","1","1","0","0","1","1.00"
"Germany",1980,"Handball","2","1","0","1","2","1.00"
"Germany",1980,"Judo","5","1","0","4","5","1.00"
"Czech Republic",1960,"Rowing","2","1","0","1","2","1.00"
"Canada",1920,"Boxing","4","1","2","2","5","1.25"
"Canada",1920,"Ice Hockey","1","1","0","0","1","1.00"
"Czech Republic",1964,"Cycling","1","1","0","0","1","1.00"
"Belgium",1924,"Fencing","4","1","2","1","4","1.00"
"Germany",1984,"Canoeing","3","1","1","1","3","1.00"
"Germany",1984,"Cycling","5","1","2","2","5","1.00"
"Poland",1928,"Art Competitions","2","1","0","1","2","1.00"
"Poland",1928,"Athletics","1","1","0","0","1","1.00"
"Belgium",1924,"Sailing","1","1","0","0","1","1.00"
"Poland",1932,"Art Competitions","2","1","1","0","2","1.00"
"Germany",1984,"Judo","3","1","0","2","3","1.00"
"Germany",1984,"Rowing","3","1","1","1","3","1.00"
"Czech Republic",1964,"Weightlifting","1","1","0","0","1","1.00"
"Czech Republic",1968,"Athletics","2","1","0","1","2","1.00"
"Poland",1948,"Art Competitions","1","1","0","0","1","1.00"
"Poland",1952,"Boxing","2","1","1","0","2","1.00"
"Germany",1984,"Wrestling","3","1","2","0","3","1.00"
"Poland",1956,"Athletics","2","1","1","0","2","1.00"
"Poland",1960,"Boxing","7","1","3","3","7","1.00"
"Czech Republic",1968,"Diving","1","1","0","0","1","1.00"
"Germany",1988,"Gymnastics","7","1","3","4","8","1.14"
"Poland",1960,"Weightlifting","1","1","0","1","2","2.00"
"Czech Republic",1968,"Shooting","1","1","0","0","1","1.00"
"Poland",1964,"Fencing","3","1","1","1","3","1.00"
"Poland",1964,"Weightlifting","3","1","0","3","4","1.33"
"Poland",1968,"Athletics","2","1","0","1","2","1.00"
"Poland",1968,"Boxing","5","1","2","2","5","1.00"
"Germany",1988,"Sailing","1","1","0","0","1","1.00"
"Poland",1968,"Fencing","3","1","0","2","3","1.00"
"Poland",1968,"Shooting","1","1","0","0","1","1.00"
"Poland",1968,"Weightlifting","4","1","0","4","5","1.25"
"Poland",1972,"Athletics","3","1","0","2","3","1.00"
"Poland",1972,"Boxing","4","1","1","2","4","1.00"
"Germany",1988,"Tennis","2","1","0","1","2","1.00"
"Germany",1988,"Weightlifting","5","1","2","3","6","1.20"
"Poland",1972,"Football","1","1","0","0","1","1.00"
"Australia",1924,"Athletics","1","1","0","0","1","1.00"
"Poland",1972,"Shooting","1","1","0","0","1","1.00"
"Poland",1972,"Weightlifting","3","1","1","1","3","1.00"
"Poland",1976,"Boxing","5","1","0","4","5","1.00"
"Australia",1924,"Diving","1","1","0","0","1","1.00"
"Poland",1976,"Modern Pentathlon","1","1","0","0","1","1.00"
"Poland",1976,"Volleyball","1","1","0","0","1","1.00"
"Czech Republic",1972,"Athletics","2","1","0","1","2","1.00"
"Poland",1976,"Wrestling","3","1","0","2","3","1.00"
"Germany",1992,"Hockey","2","1","1","0","2","1.00"
"Australia",1924,"Swimming","3","1","1","2","4","1.33"
"Poland",1980,"Equestrianism","2","1","1","0","2","1.00"
"Germany",1992,"Swimming","10","1","3","7","11","1.10"
"Australia",1984,"Swimming","12","1","5","6","12","1.00"
"Germany",1992,"Tennis","2","1","1","0","2","1.00"
"Germany",1992,"Weightlifting","3","1","0","2","3","1.00"
"Germany",1992,"Wrestling","3","1","2","0","3","1.00"
"Australia",1984,"Weightlifting","2","1","1","0","2","1.00"
"Canada",1932,"Athletics","8","1","3","5","9","1.13"
"Poland",1988,"Judo","2","1","1","0","2","1.00"
"Germany",1996,"Cycling","2","1","0","1","2","1.00"
"Poland",1988,"Wrestling","3","1","1","1","3","1.00"
"Czech Republic",1972,"Wrestling","1","1","0","0","1","1.00"
"Canada",1932,"Boxing","1","1","0","0","1","1.00"
"Germany",1996,"Gymnastics","1","1","0","0","1","1.00"
"Germany",1996,"Judo","5","1","0","4","5","1.00"
"Poland",1992,"Judo","1","1","0","0","1","1.00"
"Germany",1996,"Sailing","1","1","0","0","1","1.00"
"Czech Republic",1976,"Cycling","1","1","0","0","1","1.00"
"Australia",1988,"Athletics","2","1","1","0","2","1.00"
"Austria",1928,"Art Competitions","1","1","0","0","1","1.00"
"Poland",1996,"Athletics","2","1","1","0","2","1.00"
"Czech Republic",1976,"Shooting","1","1","0","0","1","1.00"
"Poland",1996,"Judo","2","1","1","0","2","1.00"
"Poland",1996,"Sailing","1","1","0","0","1","1.00"
"Poland",1996,"Shooting","3","1","1","1","3","1.00"
"Belgium",1948,"Athletics","2","1","0","1","2","1.00"
"Canada",1936,"Canoeing","3","1","1","1","3","1.00"
"Poland",2000,"Rowing","1","1","0","0","1","1.00"
"Poland",2000,"Shooting","1","1","0","0","1","1.00"
"Poland",2004,"Athletics","2","1","0","1","2","1.00"
"Czech Republic",1980,"Football","1","1","0","0","1","1.00"
"Poland",2004,"Rowing","1","1","0","0","1","1.00"
"Poland",2004,"Swimming","3","1","2","0","3","1.00"
"Belgium",1948,"Cycling","3","1","1","1","3","1.00"
"Poland",2008,"Athletics","2","1","1","0","2","1.00"
"Austria",1932,"Fencing","1","1","0","0","1","1.00"
"Poland",2008,"Gymnastics","1","1","0","0","1","1.00"
"Poland",2008,"Rowing","2","1","1","0","2","1.00"
"Australia",1928,"Rowing","1","1","0","0","1","1.00"
"Czech Republic",1980,"Weightlifting","2","1","0","1","2","1.00"
"Poland",2012,"Athletics","2","1","1","0","2","1.00"
"Algeria",1992,"Athletics","1","1","0","0","1","1.00"
"Czech Republic",1988,"Athletics","2","1","1","0","2","1.00"
"Czech Republic",1988,"Shooting","2","1","1","0","2","1.00"
"Czech Republic",1988,"Tennis","3","1","1","1","3","1.00"
"Poland",2012,"Weightlifting","2","1","0","1","2","1.00"
"Canada",1952,"Shooting","1","1","0","0","1","1.00"
"Poland",2016,"Athletics","3","1","1","1","3","1.00"
"Germany",2004,"Cycling","6","1","1","4","6","1.00"
"Poland",2016,"Rowing","2","1","0","1","2","1.00"
"Czech Republic",1992,"Canoeing","2","1","1","0","2","1.00"
"Germany",2004,"Equestrianism","4","1","1","2","4","1.00"
"Austria",1936,"Art Competitions","3","1","1","2","4","1.33"
"Czech Republic",1992,"Shooting","2","1","0","1","2","1.00"
"Czech Republic",1996,"Athletics","3","1","0","2","3","1.00"
"Germany",2004,"Hockey","2","1","0","1","2","1.00"
"Germany",2004,"Judo","4","1","0","3","4","1.00"
"Portugal",1984,"Athletics","3","1","0","2","3","1.00"
"Portugal",1988,"Athletics","1","1","0","0","1","1.00"
"Portugal",1996,"Athletics","1","1","0","0","1","1.00"
"Germany",2004,"Trampolining","2","1","0","1","2","1.00"
"Australia",1988,"Hockey","1","1","0","0","1","1.00"
"Germany",2008,"Cycling","3","1","1","1","3","1.00"
"Portugal",2008,"Athletics","1","1","0","0","1","1.00"
"Czech Republic",2000,"Athletics","2","1","1","0","2","1.00"
"Canada",1956,"Rowing","2","1","1","0","2","1.00"
"Czech Republic",2000,"Canoeing","2","1","0","1","2","1.00"
"Germany",2008,"Hockey","1","1","0","0","1","1.00"
"Germany",2008,"Judo","1","1","0","0","1","1.00"
"Germany",2008,"Modern Pentathlon","1","1","0","0","1","1.00"
"Canada",1956,"Shooting","1","1","0","1","2","2.00"
